-2 -10
-1.94166666667 -10.2220808131
-1.88333333333 -10.4279030816
-1.825 -10.6180870226
-1.76666666667 -10.793230218
-1.70833333333 -10.9539052311
-1.65 -11.1006639815
-1.59166666667 -11.2340382468
-1.53333333333 -11.3545375402
-1.475 -11.4626530052
-1.41666666667 -11.5588578608
-1.35833333333 -11.6436055136
-1.3 -11.7173330233
-1.24166666667 -11.7804614988
-1.18333333333 -11.8333944185
-1.125 -11.8765207136
-1.06666666667 -11.9102151215
-1.00833333333 -11.93483669
-0.95 -11.9507315222
-0.891666666667 -11.9582330897
-0.833333333333 -11.957660903
-0.775 -11.9493229526
-0.716666666667 -11.933515989
-0.658333333333 -11.9105243387
-0.6 -11.8806220769
-0.541666666667 -11.8440732765
-0.483333333333 -11.8011309542
-0.425 -11.7520390048
-0.366666666667 -11.6970324217
-0.308333333333 -11.6363363602
-0.25 -11.5701678575
-0.191666666667 -11.4987360302
-0.133333333333 -11.4222412397
-0.075 -11.3408766236
-0.0166666666667 -11.2548282709
0.0416666666667 -11.1642744795
0.1 -11.0693871191
0.158333333333 -10.9703317868
0.216666666667 -10.8672671468
0.275 -10.7603461427
0.333333333333 -10.6497161364
0.391666666667 -10.5355183203
0.45 -10.4178887961
0.508333333333 -10.2969586984
0.566666666667 -10.1728536718
0.625 -10.0456948307
0.683333333333 -9.91559886945
0.741666666667 -9.78267759682
0.8 -9.64703879034
0.858333333333 -9.50878629421
0.916666666667 -9.36801960496
0.975 -9.22483463188
1.03333333333 -9.07932378402
1.09166666667 -8.93157560154
1.15 -8.78167543235
1.20833333333 -8.62970550961
1.26666666667 -8.47574462356
1.325 -8.31986872378
1.38333333333 -8.16215098803
1.44166666667 -8.00266153034
1.5 -7.84146793684
1.55833333333 -7.67863532707
1.61666666667 -7.51422609426
1.675 -7.34830038204
1.73333333333 -7.18091613913
1.79166666667 -7.0121288881
1.85 -6.84199214971
1.90833333333 -6.67055749144
1.96666666667 -6.49787432182
2.025 -6.32399026798
2.08333333333 -6.14895121892
2.14166666667 -5.97280114236
2.2 -5.79558242083
2.25833333333 -5.6173358901
2.31666666667 -5.43810067626
2.375 -5.25791449473
2.43333333333 -5.07681368454
2.49166666667 -4.89483306326
2.55 -4.71200619318
2.60833333333 -4.52836541172
2.66666666667 -4.34394170242
2.725 -4.15876493173
2.78333333333 -3.97286387615
2.84166666667 -3.78626610734
2.9 -3.59899820294
2.95833333333 -3.41108577061
3.01666666667 -3.22255334589
3.075 -3.03342457971
3.13333333333 -2.84372225988
3.19166666667 -2.65346822013
3.25 -2.46268350698
3.30833333333 -2.27138839889
3.36666666667 -2.0796023253
3.425 -1.88734401513
3.48333333333 -1.69463151381
3.54166666667 -1.50148211123
3.6 -1.30791247394
3.65833333333 -1.11393866021
3.71666666667 -0.919576056026
3.775 -0.724839492623
3.83333333333 -0.529743259982
3.89166666667 -0.334301049799
3.95 -0.138526060125
4.00833333333 0.0575689926469
4.06666666667 0.253971924528
4.125 0.45067099081
4.18333333333 0.647654875409
4.24166666667 0.844912736015
4.3 1.04243412123
4.35833333333 1.24020896107
4.41666666667 1.43822760716
4.475 1.636480759
4.53333333333 1.83495945549
4.59166666667 2.03365511072
4.65 2.23255944834
4.70833333333 2.43166449403
4.76666666667 2.63096260735
4.825 2.83044642332
4.88333333333 3.03010884575
4.94166666667 3.22994307555
5 3.42994255875
