"x","точное решение","МКЭ","абсолютная погрешность"
-2;-10;-9.9999999999995;4.6362913508347e-13
-1.9416666666667;-10.222080395853;-10.222080813077;4.1722425692114e-07
-1.8833333333333;-10.427902695634;-10.427903081611;3.8597695350973e-07
-1.825;-10.618087022534;-10.618087022561;2.6336266500948e-11
-1.7666666666667;-10.793229846741;-10.793230218046;3.7130590158085e-07
-1.7083333333333;-10.953904887622;-10.953905231121;3.4349842970016e-07
-1.65;-11.100663981502;-11.100663981549;4.6988191115815e-11
-1.5916666666667;-11.234037916326;-11.234038246767;3.3044092084822e-07
-1.5333333333333;-11.354537234503;-11.354537540197;3.0569461273444e-07
-1.475;-11.462653005116;-11.462653005179;6.252420803321e-11
-1.4166666666667;-11.558857566684;-11.558857860757;2.9407318180574e-07
-1.3583333333333;-11.64360524159;-11.643605513641;2.7205104657924e-07
-1.3;-11.717333023258;-11.717333023332;7.380940303392e-11
-1.2416666666667;-11.780461237127;-11.780461498835;2.6170775413448e-07
-1.1833333333333;-11.833394176402;-11.833394418512;2.4210990190454e-07
-1.125;-11.876520713568;-11.87652071365;8.1589845990493e-11
-1.0666666666667;-11.910214888568;-11.910215121473;2.3290416351074e-07
-1.0083333333333;-11.934836474558;-11.934836690022;2.1546371975489e-07
-0.95;-11.950731522071;-11.950731522157;8.6490814510398e-11
-0.89166666666667;-11.958232882435;-11.958233089706;2.0727043725799e-07
-0.83333333333333;-11.957660711223;-11.957660902973;1.917499155013e-07
-0.775;-11.949322952498;-11.949322952587;8.9077190068565e-11
-0.71666666666667;-11.933515804587;-11.933515989045;1.844577468546e-07
-0.65833333333333;-11.910524168099;-11.910524338745;1.706457890549e-07
-0.6;-11.880622076841;-11.880622076931;8.9791285518004e-11
-0.54166666666667;-11.844073112308;-11.844073276464;1.6415562420491e-07
-0.48333333333333;-11.801130802356;-11.80113095422;1.5186414081825e-07
-0.425;-11.752039004674;-11.752039004763;8.9015017579186e-11
-0.36666666666667;-11.697032275631;-11.697032421719;1.4608776943703e-07
-0.30833333333333;-11.636336225044;-11.636336360193;1.3514938324022e-07
-0.25;-11.570167857425;-11.570167857512;8.7062801412685e-11
-0.19166666666667;-11.498735900211;-11.49873603022;1.3000830811905e-07
-0.13333333333333;-11.422241119466;-11.42224123974;1.2027406448567e-07
-0.075;-11.34087662355;-11.340876623634;8.4209972328608e-11
-0.016666666666667;-11.254828155203;-11.254828270901;1.1569841085191e-07
0.041666666666667;-11.164274372485;-11.164274479521;1.070357544819e-07
0.1;-11.069387119007;-11.069387119088;8.0676798575041e-11
0.15833333333333;-10.970331683847;-10.97033178681;1.0296334629345e-07
0.21666666666667;-10.867267051556;-10.86726714681;9.5254316434534e-08
0.275;-10.76034614263;-10.760346142707;7.6664008474836e-11
0.33333333333333;-10.649716044807;-10.649716136437;9.1629797083215e-08
0.39166666666667;-10.535518235541;-10.53551832031;8.4769402164397e-08
0.45;-10.417888795994;-10.417888796066;7.2285288865714e-11
0.50833333333333;-10.296958616862;-10.296958698405;8.154350794598e-08
0.56666666666667;-10.172853596353;-10.172853671791;7.5438340019218e-08
0.625;-10.045694830611;-10.045694830679;6.7698735506383e-11
